ISSN UNIFICADO;ISSN;TÍTULO;ID ÁREA MÃE ;ÁREA MÃE
;0213-3334;APUNTES DE PSICOLOGÍA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
0717-6236;0250-7161;EURE (SANTIAGO. IMPRESA);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0267-3037;HOUSING STUDIES (PRINT);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0303-1829;NOTAS DE POBLACIÓN (IMPRESA);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0303-7495;BULLETIN DE L'INSTITUT FRANÇAIS D'ÉTUDES ANDINES;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
1468-2427;0309-1317;INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH (PRINT);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0714-0045;SURVEY METHODOLOGY;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0717-0165;LIDER (OSORNO);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0717-5051;REVISTA DE URBANISMO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0718-5693;REVISTA GESTION DE PERSONAS Y TECNOLOGIA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0928-1371;EUROPEAN JOURNAL ON CRIMINAL POLICY AND RESEARCH;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0964-1998;JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES A. STATISTICS IN SOCIETY (PRINT);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0973-7766;COLLNET JOURNAL OF SCIENTOMETRICS AND INFORMATION MANAGEMENT;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1016-3115;WGN (MECHELEN);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1063-0732;THE JOURNAL OF URBAN TECHNOLOGY;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1126-1668;ECONOMIA AGRO-ALIMENTARE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1130-6378;ECOLOGÍA POLÍTICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1234-7655;STATISTICS IN TRANSITION;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1316-0486;RELEA - COMISIÓN DE ESTUDIOS DE POSTGRADO DE LA FACULTAD DE ECONOMÍA. UNIVERSIDAD CENTRAL DE VENEZUELA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1369-183X;JOURNAL OF ETHNIC AND MIGRATION STUDIES;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1390-938X;YURA RELACIONES INTERNACIONALES;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1413-1536;CONJUNTURA & PLANEJAMENTO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1413-9243;TEXTOS NEPO (UNICAMP);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
1982-6737;1414-0454;ÁGORA (UNISC);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
1982-6745;1414-7106;REDES (SANTA CRUZ DO SUL. IMPRESSO);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1435-9871;DEMOGRAPHIC RESEARCH;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1465-6620;INTERNATIONAL JOURNAL OF WATER;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1474-8460;LONDON REVIEW OF EDUCATION (PRINT);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1514-2159;TEMAS Y PROBLEMAS DE COMUNICACIÓN;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1516-8522;REVISTA BRASILEIRA DE AGROPECUÁRIA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1517-1639;RIO DO SUL;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1517-2112;SEPA. SEMINÁRIO ESTUDANTIL DE PRODUÇÃO ACADÊMICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
2236-9996;1517-2422;CADERNOS METRÓPOLE (PUCSP);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1517-7262;CARTA DE CONJUNTURA FEE (ED. EM PORTUGUÊS. IMPRESSO);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1517-8498;DOCUMENTOS - EMBRAPA AGROBIOLOGIA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
2237-8685;1518-5184;CARPE DIEM: REVISTA CULTURAL E CIENTÍFICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1538-5132;JOURNAL OF PLANNING HISTORY;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
1544-8452;1544-8444;POPULATION, SPACE AND PLACE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1559-0151;JOURNAL OF THE NATIONAL COLLEGIATE HONORS COUNCIL;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
1851-3727;1666-4124;DOCUMENTOS Y APORTES EN ADMINISTRACIÓN PÚBLICA Y GESTIÓN ESTATAL;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1668-5458;POBLACIÓN DE BUENOS AIRES;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1668-8708;VISIÓN DE FUTURO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1669-3299;PAMPA (SANTA FE);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
1679-415X;1676-0670;INFORME GEPEC (IMPRESSO);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1678-1252;REVISTA SETREM;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
2318-180X;1678-9059;COLÓQUIO (TAQUARA);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1679-5806;CADERNOS DO LESTE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1680-9033;SERIE SEMINARIOS Y CONFERENCIAS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1688-9665;DIÁLOGO POLÍTICO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1697-5197;REVISTA ELECTRÓNICA DE ESTUDIOS INTERNACIONALES;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1732-4254;BULLETIN OF GEOGRAPHY. SOCIO-ECONOMIC SERIES;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1743-4955;INTERNATIONAL JOURNAL OF ENVIRONMENT AND HEALTH (PRINT);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1809-239X;REVISTA BRASILEIRA DE GESTÃO E DESENVOLVIMENTO REGIONAL;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1809-7634;CADERNOS DE HISTÓRIA DA CIÊNCIA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1817-4078;NOVEDADES EN POBLACIÓN;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1852-0006;PROYECCIÓN (MENDOZA. EN LÍNEA);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
2250-4206;1853-2365;ARQUISUR REVISTA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1853-6352;PROYECIONES UTN-BA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1874-7655;STATISTICAL JOURNAL OF THE IAOS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1874-7876;JOURNAL OF POPULATION AGEING;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1946-3138;INTERNATIONAL JOURNAL OF URBAN SUSTAINABLE DEVELOPMENT;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1947-3788;IBIMA BUSINESS REVIEW;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1972-4942;RIVISTA TRIMESTRALE DI SCIENZA DELL'AMMINISTRAZIONE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1980-6310;PETRÓLEO, ROYALTIES E REGIÃO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1980-7813;REVISTA CIENTÍFICA DA FACULDADE DE MEDICINA DE CAMPOS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1984-4352;PRACS: REVISTA ELETRÔNICA DE HUMANIDADES DO CURSO DE CIÊNCIAS SOCIAIS DA UNIFAP;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;1994-6961;ARCHNET-IJAR: INTERNATIONAL JOURNAL OF ARCHITECTURAL RESEARCH;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2000-2777;WORLD VALUES RESEARCH PAPERS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2007-4700;REVISTA PENAL MÉXICO (IMPRESSO);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2027-2391;REVISTA KAVILANDO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2035-5556;GENUS (ONLINE): JOURNAL OF POPULATION STUDIES;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2049-1069;PROCEEDINGS OF THE ... EUROPEAN CONFERENCE ON ENTREPRENEURSHIP AND INNOVATION (ONLINE);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2058-8313;INTERNATIONAL JOURNAL OF TRANSPORT DEVELOPMENT AND INTEGRATION;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2063-9538;REGIONAL STATISTICS (PRINT);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2075-471X;LAWS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2076-0787;HUMANITIES;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2077-5172;REVISTA PARAGUAYA DE ESTUDIOS POLÍTICOS CONTEMPORÁNEO - NOVAPOLIS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2096-336X;LANDSCAPE ARCHITECTURE FRONTIERS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2111-4307;DIPLOWEB;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2116-4770;LATITUDES;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2145-0226;CUADERNOS DE VIVIENDA Y URBANISMO (INSTITUTO JAVERIANO DE VIVIENDA Y URBANISMO);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2151-1896;URBANA: URBAN AFFAIRS AND PUBLIC POLICY;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2169-2610;JOURNAL OF SMALL BUSINESS & ENTREPRENEURSHIP;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2173-1241;MÉTODOS DE INFORMACIÓN;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2175-3024;REVISTA UNIVERSO ACADÊMICO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2175-3369;URBE. REVISTA BRASILEIRA DE GESTÃO URBANA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2176-1868;CONGRESO INTERNACIONAL DE EDUCAÇÃO DE PONTA GROSSA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2177-2312;E-METROPOLIS: REVISTA ELETRÔNICA DE ESTUDOS URBANOS E REGIONAIS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2178-1699;CHÃO URBANO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2178-3586;TECHNOENG;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2212-828X;THE JOURNAL OF THE ECONOMICS OF AGEING;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2213-297X;JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2215-3462;E-AGRONEGOCIOS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2218-3620;UNIVERSIDAD Y SOCIEDAD;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
2226-1478;2219-7168;COMUNI@CCIÓN: REVISTA DE INVESTIGACIÓN EN COMUNICACIÓN Y DESARROLLO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2237-6976;REVISTA ORBIS LATINA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2237-9029;DESENVOLVIMENTO REGIONAL EM DEBATE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2256-2796;REVISTA JURÍDICA MARIO ALARIO D`FILIPPO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2288-4300;JOURNAL OF COMPUTATIONAL DESIGN AND ENGINEERING;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2289-2842;INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND TECHNOLOGY;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2316-3089;ANAIS DO COLÓQUIO SOCIEDADE, POLÍTICAS PÚBLICAS, CULTURA E DESENVOLVIMENTO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2317-0611;REVISTA ESPINHAÇO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2317-2363;REVISTA BRASILEIRA DE PLANEJAMENTO E DESENVOLVIMENTO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2317-5443;REVISTA BRASILEIRA DE DESENVOLVIMENTO REGIONAL;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2318-1400;DOCUMENTOS / EMBRAPA PESCA E AQUICULTURA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2318-1494;ACADÊMICO MUNDO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2318-2377;TEXTO PARA DISCUSSÃO CEDEPLAR/UFMG;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2326-4403;HEALTH BEHAVIOR AND POLICY REVIEW;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2357-9080;REVISTA ELETRÔNICA DO CURSO DE CIÊNCIAS CONTÁBEIS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2358-243X;REVISTA REDFOCO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
2358-4556;2358-3592;REVISTA POLÍTICA E PLANEJAMENTO REGIONAL;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2358-9760;REVISTA MULTIFACE ONLINE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2359-3326;RENOVARE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2359-3377;REVISTA INNOVATIO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2363-7501;OPEN GEOSPATIAL DATA, SOFTWARE AND STANDARDS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2364-2289;SPATIAL DEMOGRAPHY (PRINT);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
2175-8581;2393-6401;REVISTA LATINOAMERICANA DE POBLACIÓN (RELAP);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
2399-8091;2399-8083;ENVIRONMENT AND PLANNING B: URBAN ANALYTICS AND CITY SCIENCE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2408-445X;ODISEA. REVISTA DE ESTUDIOS MIGRATORIOS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2413-8851;URBAN SCIENCE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2422-7749;CUADERNOS DEL INSTITUTO NACIONAL DE ANTROPOLOGÍA Y PENSAMIENTO LATINOAMERICANO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2424-8606;INTERNATIONAL JOURNAL OF POPULATION STUDIES (ONLINE);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2446-9955;REVISTA DE ADMINISTRAÇÃO DE EMPRESAS ELETRÔNICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2447-2867;PANORAMA INTERNACIONAL FEE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2448-0460;REVISTA BRASILEIRA DE ASSUNTOS REGIONAIS E URBANOS (BARU);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2448-3753;ATAS DE CIÊNCIAS DA SAÚDE (ACIS);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2448-9026;INVENTIO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2454-5880;MATTER: INTERNATIONAL JOURNAL OF SCIENCE AND TECHNOLOGY;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2470-9476;SCIENCE ROBOTICS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2475-4269;STATISTICAL THEORY AND RELATED FIELDS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2506-7583;CRIMINOLOGICAL ENCOUNTERS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2521-7615;ANTROPOLOGÍA AMERICANA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2525-4405;TEXTOS PARA DISCUSSÃO (NEEDDS);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2525-4421;REVISTA CIENTÍFICA MULTIDISCIPLINAR UNIFLU;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2525-8338;MAIÊUTICA - CIÊNCIAS HUMANAS E SOCIAIS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2526-9518;COLÓQUIO ORGANIZAÇÕES, DESENVOLVIMENTO E SUSTENTABILIDADE;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2527-1253;REVISTA CONTROLE SOCIAL E DESENVOLVIMENTO TERRÍTORIAL;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2531-9906;UPLAND - JOYRNAL OF URBAN PLANNING, LANDSCAPE E ENVIRONMENTAL DESIGN;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2542-3142;REVISTA GESTIÓN I+D;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2552-0741;E-PHAÏSTOS;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2575-1697;URBAN AND REGIONAL PLANNING;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2575-8608;GLOBAL JOURNAL OF ARCHAEOLOGY AND ANTHROPOLOGY;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2589-742X;JOURNAL OF RELIGION AND DEMOGRAPHY;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2590-8189;POLISEMIA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2594-5815;DESENVOLVIMENTO, FRONTEIRAS E CIDADANIA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2594-6528;REVISTA PRÁTICAS EM EXTENSÃO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2594-9292;ANAIS ELETRÔNICOS DO ENCONTRO INTERNACIONAL DO GRUPO DE ESTUDOS MULTIDISCIPLINARES EM ARQUITETURAS E URBANISMOS DO SUL;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2595-2951;TEXTOS PARA DISCUSSÃO - CEPECON;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2596-0520;REFLEXÕES SOBRE EDUCAÇÃO;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2596-1152;ENVIRONMENTAL EDUCATION AND ENERGY EFFICIENCY AS STRATEGIES FOR REDUCING ENERGY CONSUMPTION IN PUBLIC SCHOOL BUILDING IN;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2596-1403;REVISTA ATENAS HIGEIA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2596-2183;DIÁLOGOS SOCIOAMBIENTAIS NA MACROMETRÓPOLE PAULISTA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2631-6862;ARCHNET-IJAR;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2639-541X;WORLD WATER POLICY;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2640-4141;AMPHIBIAN ARK NEWSLETTER;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2644-2353;HARVARD DATA SCIENCE REVIEW;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2661-6513;REVISTA ESTUDIOS DE LA GESTIÓN;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2674-550X;FAG JOURNAL OF HEALTH (FJH);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2674-6573;COMUNICADO TÉCNICO EMBRAPA PESCA E AQUICULTURA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2675-097X;REVISTA TEORIA E HISTÓRIA DA ARQUITETURA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2675-2107;CONTEMPORÂNEA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2675-3243;REVISTA BRASILEIRA DE ESTATÍSTICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2675-4797;FORM@ÇÃO DE PROFESSORES EM REVISTA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2675-5564;CADERNO SESUNILA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2675-8660;REVISTA DE DIREITO DA AMAZÔNIA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2683-9032;REVISTA ARGENTINA DE CIÊNCIA POLITICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;2696-4325;REVISTA DE DEMOGRAFÍA HISTÓRICA (REVISTA DA ADEH);30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA
;0007-9421;CADERNOS DE BIBLIOTECONOMIA, ARQUIVISTICA E DOCUMENTACAO;31;COMUNICAÇÃO E INFORMAÇÃO
;0010-0870;COLLEGE & RESEARCH LIBRARIES;31;COMUNICAÇÃO E INFORMAÇÃO
;0015-1386;FILM QUARTERLY;31;COMUNICAÇÃO E INFORMAÇÃO
;0018-2133;HISPANIA (UNIVERSITY, MISS);31;COMUNICAÇÃO E INFORMAÇÃO
;0018-2176;HISPANIC REVIEW;31;COMUNICAÇÃO E INFORMAÇÃO
;0021-9916;JOURNAL OF COMMUNICATION;31;COMUNICAÇÃO E INFORMAÇÃO
;0022-0418;JOURNAL OF DOCUMENTATION;31;COMUNICAÇÃO E INFORMAÇÃO
;0024-2160;LIBRARY (LONDON);31;COMUNICAÇÃO E INFORMAÇÃO
1559-0682;0024-2594;LIBRARY TRENDS;31;COMUNICAÇÃO E INFORMAÇÃO
;0026-0673;METAL SCIENCE AND HEAT TREATMENT;31;COMUNICAÇÃO E INFORMAÇÃO
;0032-3217;POLITICAL STUDIES (PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
2002-4509;0046-8444;IBERO AMERICANA (STOCKHOLM);31;COMUNICAÇÃO E INFORMAÇÃO
;0094-0496;AMERICAN ETHNOLOGIST;31;COMUNICAÇÃO E INFORMAÇÃO
;0098-261X;THE JUSTICE SYSTEM JOURNAL;31;COMUNICAÇÃO E INFORMAÇÃO
;0100-1922;ANAIS DA BIBLIOTECA NACIONAL;31;COMUNICAÇÃO E INFORMAÇÃO
1518-8353;0100-1965;CIÊNCIA DA INFORMAÇÃO (IMPRESSO);31;COMUNICAÇÃO E INFORMAÇÃO
;0101-305X;COMUM (FACHA);31;COMUNICAÇÃO E INFORMAÇÃO
2176-5111;0102-3853;CAMBIASSÚ (UFMA);31;COMUNICAÇÃO E INFORMAÇÃO
;0102-4388;BIBLOS (RIO GRANDE);31;COMUNICAÇÃO E INFORMAÇÃO
;0103-3557;ÁGORA: ARQUIVOLOGIA EM DEBATE;31;COMUNICAÇÃO E INFORMAÇÃO
2318-0889;0103-3786;TRANSINFORMAÇÃO;31;COMUNICAÇÃO E INFORMAÇÃO
1809-4783;0104-0146;INFORMAÇÃO & SOCIEDADE: ESTUDOS;31;COMUNICAÇÃO E INFORMAÇÃO
;0104-5555;EDUCACAO (UFAL);31;COMUNICAÇÃO E INFORMAÇÃO
2316-9125;0104-6829;COMUNICAÇÃO & EDUCAÇÃO;31;COMUNICAÇÃO E INFORMAÇÃO
;0120-0976;REVISTA INTERAMERICANA DE BIBLIOTECOLOGIA;31;COMUNICAÇÃO E INFORMAÇÃO
;0120-6877;REVISTA DE LA UNIVERSIDAD DE LA SALLE;31;COMUNICAÇÃO E INFORMAÇÃO
;0122-8285;PALABRA CLAVE;31;COMUNICAÇÃO E INFORMAÇÃO
;0122-8919;UNICARTA;31;COMUNICAÇÃO E INFORMAÇÃO
;0123-1022;FOLIOS - REVISTA DE LA FACULTAD DE COMUNICACIONES;31;COMUNICAÇÃO E INFORMAÇÃO
;0145-8973;CHASQUI: REVISTA DE LITERATURA LATINOAMERICANA;31;COMUNICAÇÃO E INFORMAÇÃO
;0152-7401;REVUE FRANÇAISE D'ADMINISTRATION PUBLIQUE;31;COMUNICAÇÃO E INFORMAÇÃO
;0163-4437;MEDIA, CULTURE & SOCIETY;31;COMUNICAÇÃO E INFORMAÇÃO
;0163-9374;CATALOGING & CLASSIFICATION QUARTERLY (PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
;0167-5265;INFORMATION SERVICES & USE;31;COMUNICAÇÃO E INFORMAÇÃO
;0167-8329;EDUCATION FOR INFORMATION;31;COMUNICAÇÃO E INFORMAÇÃO
2448-735X;0185-3082;ACTA POÉTICA;31;COMUNICAÇÃO E INFORMAÇÃO
2448-8321;0187-358X;INVESTIGACIÓN BIBLIOTECOLÓGICA;31;COMUNICAÇÃO E INFORMAÇÃO
;0187-9073;ELEMENTOS: CIENCIA Y CULTURA;31;COMUNICAÇÃO E INFORMAÇÃO
;0188-252X;COMUNICACIÓN Y SOCIEDAD (GUADALAJARA);31;COMUNICAÇÃO E INFORMAÇÃO
;0188-8242;VERSION: ESTUDIOS DE COMUNICACION Y POLITICA;31;COMUNICAÇÃO E INFORMAÇÃO
;0210-0614;REVISTA ESPAÑOLA DE DOCUMENTACIÓN CIENTÍFICA;31;COMUNICAÇÃO E INFORMAÇÃO
