ISSN UNIFICADO;ISSN;TÍTULO;ID ÁREA MÃE ;ÁREA MÃE
;0210-4210;DOCUMENTACION DE LAS CIENCIAS DE LA INFORMACION;31;COMUNICAÇÃO E INFORMAÇÃO
;0211-2175;ANÀLISI (BELLATERRA, BARCELONA);31;COMUNICAÇÃO E INFORMAÇÃO
2174-0895;0214-0039;COMMUNICATION & SOCIETY / COMUNICACIÓN Y SOCIEDAD;31;COMUNICAÇÃO E INFORMAÇÃO
;0214-6606;ARCHIVOS DE LA FILMOTECA;31;COMUNICAÇÃO E INFORMAÇÃO
2014-7627;0214-7351;TEMPS D'EDUCACIÓ;31;COMUNICAÇÃO E INFORMAÇÃO
;0214-9141;SINTAGMA (LLEIDA);31;COMUNICAÇÃO E INFORMAÇÃO
;0248-6016;TECHNIQUES & CULTURE;31;COMUNICAÇÃO E INFORMAÇÃO
;0256-0046;CRITICAL ARTS;31;COMUNICAÇÃO E INFORMAÇÃO
;0258-3127;EUROPEAN SCIENCE EDITING;31;COMUNICAÇÃO E INFORMAÇÃO
;0261-1430;POPULAR MUSIC;31;COMUNICAÇÃO E INFORMAÇÃO
;0264-0473;ELECTRONIC LIBRARY;31;COMUNICAÇÃO E INFORMAÇÃO
;0267-3231;EUROPEAN JOURNAL OF COMMUNICATION (LONDON);31;COMUNICAÇÃO E INFORMAÇÃO
1777-5841;0292-0107;MULTITUDES (PARIS);31;COMUNICAÇÃO E INFORMAÇÃO
;0304-4130;EUROPEAN JOURNAL OF POLITICAL RESEARCH;31;COMUNICAÇÃO E INFORMAÇÃO
;0306-7661;FRAMEWORK;31;COMUNICAÇÃO E INFORMAÇÃO
;0309-0590;JOURNAL OF EUROPEAN INDUSTRIAL TRAINING;31;COMUNICAÇÃO E INFORMAÇÃO
;0336-1500;COMMUNICATION & LANGAGES;31;COMUNICAÇÃO E INFORMAÇÃO
;0340-0352;IFLA JOURNAL;31;COMUNICAÇÃO E INFORMAÇÃO
;0353-3891;BELGRADE PHILOSOPHICAL ANNUAL;31;COMUNICAÇÃO E INFORMAÇÃO
;0360-3989;HUMAN COMMUNICATION RESEARCH;31;COMUNICAÇÃO E INFORMAÇÃO
;0363-8111;PUBLIC RELATIONS REVIEW (RIVERDALE, N.Y.);31;COMUNICAÇÃO E INFORMAÇÃO
;0393-8255;VS;31;COMUNICAÇÃO E INFORMAÇÃO
;0539-0184;INFORMATION SUR LES SCIENCES SOCIALES (PARIS);31;COMUNICAÇÃO E INFORMAÇÃO
;0718-4867;PERSPECTIVAS DE LA COMUNICACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
;0718-5316;LA FUGA;31;COMUNICAÇÃO E INFORMAÇÃO
;0719-1529;COMUNICACIÓN Y MEDIOS;31;COMUNICAÇÃO E INFORMAÇÃO
0719-367X;0719-3661;CUADERNOS.INFO;31;COMUNICAÇÃO E INFORMAÇÃO
;0719-5753;REVISTA CIENCIAS DE LA DOCUMENTACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
;0751-7971;RÉSEAUX;31;COMUNICAÇÃO E INFORMAÇÃO
;0752-0174;CAHIERS D'HISTOIRE DE LA RADIODIFFUSION;31;COMUNICAÇÃO E INFORMAÇÃO
1782-155X;0765-3697;SOCIÉTÉS (PARIS);31;COMUNICAÇÃO E INFORMAÇÃO
;0767-9513;HERMÈS;31;COMUNICAÇÃO E INFORMAÇÃO
;0770-8378;DEGRÉS;31;COMUNICAÇÃO E INFORMAÇÃO
2393-5979;0797-6062;CUADERNOS DEL CLAEH;31;COMUNICAÇÃO E INFORMAÇÃO
1606-4925;0864-4659;CIENCIAS DE LA INFORMACIÓN (IMPRESA);31;COMUNICAÇÃO E INFORMAÇÃO
2183-7198;0870-7081;REVISTA DE COMUNICAÇÃO E LINGUAGENS;31;COMUNICAÇÃO E INFORMAÇÃO
2183-6671;0873-5670;PÁGINAS A & B. ARQUIVOS & BIBLIOTECAS;31;COMUNICAÇÃO E INFORMAÇÃO
;0883-8151;JOURNAL OF BROADCASTING & ELECTRONIC MEDIA;31;COMUNICAÇÃO E INFORMAÇÃO
;0892-2160;FILM HISTORY (NEW YORK, N.Y.);31;COMUNICAÇÃO E INFORMAÇÃO
;0915-2822;INTERNATIONAL SYMPOSIUM IN BRAZIL;31;COMUNICAÇÃO E INFORMAÇÃO
;0938-5495;ADVANCES IN KNOWLEDGE ORGANIZATION;31;COMUNICAÇÃO E INFORMAÇÃO
;0942-4954;MONTAGE/AV;31;COMUNICAÇÃO E INFORMAÇÃO
;0943-7444;KNOWLEDGE ORGANIZATION;31;COMUNICAÇÃO E INFORMAÇÃO
;0946-5057;ILA - REVISTA DO CENTRO DE INFORMAÇÕES AMÉRICA LATINA;31;COMUNICAÇÃO E INFORMAÇÃO
;0956-5698;RECORDS MANAGEMENT JOURNAL (LONDON);31;COMUNICAÇÃO E INFORMAÇÃO
;0958-2029;RESEARCH EVALUATION (PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
;0961-0006;JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE;31;COMUNICAÇÃO E INFORMAÇÃO
;0961-463X;TIME & SOCIETY;31;COMUNICAÇÃO E INFORMAÇÃO
;0971-4383;DESIDOC BULLETIN OF INFORMATION TECHNOLOGY;31;COMUNICAÇÃO E INFORMAÇÃO
;0975-2404;ANNALS OF LIBRARY AND INFORMATION STUDIES;31;COMUNICAÇÃO E INFORMAÇÃO
;0976-2469;LIBRARY HERALD;31;COMUNICAÇÃO E INFORMAÇÃO
;1022-2588;COMMUNICATIONS OF THE ASSOCIATION OF AUSTRIAN LIBRARIANS;31;COMUNICAÇÃO E INFORMAÇÃO
;1023-9391;SCHOOL LIBRARIES WORLDWIDE;31;COMUNICAÇÃO E INFORMAÇÃO
;1025-9473;MEDIEN JOURNAL - ZEITSCHRIFT FÜR KOMMUNIKATIONSKULTUR;31;COMUNICAÇÃO E INFORMAÇÃO
;1025-9945;CONTRATEXTO - REVISTA DE LA FACULTAD DE COMUNICACIÓN DE LA UNIVERSIDAD DE LIMA;31;COMUNICAÇÃO E INFORMAÇÃO
;1046-8781;SIMULATION & GAMING;31;COMUNICAÇÃO E INFORMAÇÃO
;1050-9208;QUARTERLY REVIEW OF FILM AND VIDEO;31;COMUNICAÇÃO E INFORMAÇÃO
;1051-0974;COMMUNICATION STUDIES;31;COMUNICAÇÃO E INFORMAÇÃO
;1068-395X;SFRA REVIEW;31;COMUNICAÇÃO E INFORMAÇÃO
;1077-6958;JOURNALISM & MASS COMMUNICATION EDUCATOR;31;COMUNICAÇÃO E INFORMAÇÃO
;1103-3088;YOUNG (STOCKHOLM. 1993);31;COMUNICAÇÃO E INFORMAÇÃO
;1121-0095;AIDAINFORMAZIONI: REVISTA DI SCIENZE DELL’INFORMAZIONE;31;COMUNICAÇÃO E INFORMAÇÃO
;1130-5029;REVISTA DE HUMANIDADES (UNED - SEVILLA);31;COMUNICAÇÃO E INFORMAÇÃO
;1132-1873;REVISTA GENERAL DE INFORMACIÓN Y DOCUMENTACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
;1134-1629;ESTUDIOS SOBRE EL MENSAJE PERIODÍSTICO;31;COMUNICAÇÃO E INFORMAÇÃO
;1135-3716;SCIRE (ZARAGOZA);31;COMUNICAÇÃO E INFORMAÇÃO
1988-3056;1137-0734;HISTORIA Y COMUNICACIÓN SOCIAL;31;COMUNICAÇÃO E INFORMAÇÃO
;1138-3305;TRÍPODOS (BARCELONA);31;COMUNICAÇÃO E INFORMAÇÃO
;1138-5820;REVISTA LATINA DE COMUNICACIÓN SOCIAL;31;COMUNICAÇÃO E INFORMAÇÃO
1988-5733;1139-1979;AMBITOS - REVISTA INTERNACIONAL DE COMUNICACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
;1159-7941;THÉORÈME (PARIS);31;COMUNICAÇÃO E INFORMAÇÃO
;1168-1446;SCIENCES DE LA SOCIÉTÉ (TOULOUSE);31;COMUNICAÇÃO E INFORMAÇÃO
;1168-4704;LA FAUTE À ROUSSEAU;31;COMUNICAÇÃO E INFORMAÇÃO
;1181-6945;CINÉMAS (MONTRÉAL);31;COMUNICAÇÃO E INFORMAÇÃO
;1188-9160;ANNÉE FRANCOPHONE INTERNATIONALE;31;COMUNICAÇÃO E INFORMAÇÃO
;1234-5792;DIALOGUE AND UNIVERSALISM;31;COMUNICAÇÃO E INFORMAÇÃO
;1242-6970;MÉMOIRES DE L'INSTITUT OCÉANOGRAPHIQUE PAUL RICARD;31;COMUNICAÇÃO E INFORMAÇÃO
;1253-2479;VACARME;31;COMUNICAÇÃO E INFORMAÇÃO
2425-1356;1267-4397;CINÉMAS D'AMÉRIQUE LATINE;31;COMUNICAÇÃO E INFORMAÇÃO
;1338-1237;INFORMATION SCIENCES AND TECHNOLOGIES - BULLETIN OF THE ACM SLOVAKIA;31;COMUNICAÇÃO E INFORMAÇÃO
;1350-0775;MUSEUM INTERNATIONAL (ENGLISH ED. PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
;1356-9325;JOURNAL OF LATIN AMERICAN CULTURAL STUDIES;31;COMUNICAÇÃO E INFORMAÇÃO
;1367-8779;INTERNATIONAL JOURNAL OF CULTURAL STUDIES (PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
;1368-1613;INFORMATION RESEARCH;31;COMUNICAÇÃO E INFORMAÇÃO
;1369-118X;INFORMATION, COMMUNICATION & SOCIETY;31;COMUNICAÇÃO E INFORMAÇÃO
1699-2407;1386-6710;EL PROFESIONAL DE LA INFORMACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
0254-2129;1390-1079;CHASQUI. REVISTA LATINOAMERICANA COMUNICACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
;1390-5341;TSAFIQUI;31;COMUNICAÇÃO E INFORMAÇÃO
1390-776X;1390-5619;COMHUMANITAS;31;COMUNICAÇÃO E INFORMAÇÃO
;1405-2210;ESTUDIOS SOBRE LAS CULTURAS CONTEMPORÁNEAS;31;COMUNICAÇÃO E INFORMAÇÃO
2674-7022;1413-1803;ANAIS DO MUSEU HISTÓRICO NACIONAL;31;COMUNICAÇÃO E INFORMAÇÃO
1981-5344;1413-9936;PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO;31;COMUNICAÇÃO E INFORMAÇÃO
;1414-0594;REVISTA ACB: BIBLIOTECONOMIA EM SANTA CATARINA;31;COMUNICAÇÃO E INFORMAÇÃO
1981-8920;1414-2139;INFORMAÇÃO & INFORMAÇÃO;31;COMUNICAÇÃO E INFORMAÇÃO
;1414-4638;PÁGINAS ABERTAS (SÃO PAULO);31;COMUNICAÇÃO E INFORMAÇÃO
1980-3729;1415-0549;REVISTA FAMECOS (IMPRESSO);31;COMUNICAÇÃO E INFORMAÇÃO
;1415-1758;QUINTO IMPÉRIO (SALVADOR);31;COMUNICAÇÃO E INFORMAÇÃO
2317-675X;1415-5842;COMUNICAÇÃO & INFORMAÇÃO (UFG);31;COMUNICAÇÃO E INFORMAÇÃO
;1415-8604;LUGAR COMUM;31;COMUNICAÇÃO E INFORMAÇÃO
;1461-4448;NEW MEDIA & SOCIETY (PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
1469-9699;1461-670X;JOURNALISM STUDIES;31;COMUNICAÇÃO E INFORMAÇÃO
;1463-6697;INFO (CAMBRIDGE. PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
;1464-8849;JOURNALISM (LONDON);31;COMUNICAÇÃO E INFORMAÇÃO
;1470-8914;CONTEMPORARY POLITICAL THEORY;31;COMUNICAÇÃO E INFORMAÇÃO
;1471-5031;INTENSITIES: THE JOURNAL OF CULT MEDIA;31;COMUNICAÇÃO E INFORMAÇÃO
;1471-5880;STUDIES IN FRENCH CINEMA;31;COMUNICAÇÃO E INFORMAÇÃO
;1474-1938;MEDIA@LSE WORKING PAPER SERIES;31;COMUNICAÇÃO E INFORMAÇÃO
;1476-4504;THE RADIO JOURNAL (BRISTOL);31;COMUNICAÇÃO E INFORMAÇÃO
1758-9533;1477-965X;TECHNOETIC ARTS;31;COMUNICAÇÃO E INFORMAÇÃO
;1477-996X;JOURNAL OF INFORMATION, COMMUNICATION & ETHICS IN SOCIETY;31;COMUNICAÇÃO E INFORMAÇÃO
;1514-8327;INFORMACIÓN, CULTURA Y SOCIEDAD;31;COMUNICAÇÃO E INFORMAÇÃO
;1515-8276;KILÓMETRO 111;31;COMUNICAÇÃO E INFORMAÇÃO
2094-1188;1516-0785;LUMINA (JUIZ DE FORA);31;COMUNICAÇÃO E INFORMAÇÃO
1981-4070;1516-0785;LUMINA (JUIZ DE FORA);31;COMUNICAÇÃO E INFORMAÇÃO
;1516-7291;CONTEMPORÂNEA (RIO DE JANEIRO);31;COMUNICAÇÃO E INFORMAÇÃO
1980-3710;1516-9294;SESSÕES DO IMAGINÁRIO (IMPRESSO);31;COMUNICAÇÃO E INFORMAÇÃO
;1517-1612;REVISTA UNIFIEO;31;COMUNICAÇÃO E INFORMAÇÃO
;1517-3860;INTELIGÊNCIA EMPRESARIAL (UFRJ);31;COMUNICAÇÃO E INFORMAÇÃO
;1517-8846;REVISTA DE ESTUDOS DE JORNALISMO;31;COMUNICAÇÃO E INFORMAÇÃO
2358-8837;1517-9524;RASTROS (JOINVILLE);31;COMUNICAÇÃO E INFORMAÇÃO
;1517-9729;SCIENTIA UNA (FOCCA);31;COMUNICAÇÃO E INFORMAÇÃO
;1518-2487;EPTIC (UFS);31;COMUNICAÇÃO E INFORMAÇÃO
;1518-2924;ENCONTROS BIBLI (ONLINE);31;COMUNICAÇÃO E INFORMAÇÃO
1984-8226;1518-6113;FRONTEIRAS: ESTUDOS MIDIÁTICOS;31;COMUNICAÇÃO E INFORMAÇÃO
2175-7402;1518-8728;ALCEU (PUCRJ);31;COMUNICAÇÃO E INFORMAÇÃO
;1519-0617;CIBERLEGENDA (UFF. ONLINE);31;COMUNICAÇÃO E INFORMAÇÃO
1982-2553;1519-311X;GALÁXIA (PUCSP);31;COMUNICAÇÃO E INFORMAÇÃO
;1519-423X;REVISTA ANHANGUERA;31;COMUNICAÇÃO E INFORMAÇÃO
2236-3467;1519-6895;EXTRAPRENSA (USP);31;COMUNICAÇÃO E INFORMAÇÃO
1984-350X;1519-7255;REVISTA DO CONSERVATÓRIO DE MÚSICA (IMPRESSO);31;COMUNICAÇÃO E INFORMAÇÃO
;1526-8587;REVISTA FESTIM - EXPERIÊNCIAS EDUCACIONAIS;31;COMUNICAÇÃO E INFORMAÇÃO
;1531-6793;INTERNATIONAL JOURNAL OF COMIC ART;31;COMUNICAÇÃO E INFORMAÇÃO
;1537-7857;JOURNAL OF POLITICAL MARKETING;31;COMUNICAÇÃO E INFORMAÇÃO
;1540-5710;POPULAR COMMUNICATION. THE INTERNATIONAL JOURNAL OF MEDIA AND CULTURE;31;COMUNICAÇÃO E INFORMAÇÃO
;1549-2230;REVISTA TEKNOKULTURA;31;COMUNICAÇÃO E INFORMAÇÃO
0024-2519;1549-652X;THE LIBRARY QUARTERLY;31;COMUNICAÇÃO E INFORMAÇÃO
;1550-7521;GLOBAL MEDIA JOURNAL;31;COMUNICAÇÃO E INFORMAÇÃO
;1557-7244;JOURNAL OF APPLIED PACKAGING RESEARCH;31;COMUNICAÇÃO E INFORMAÇÃO
;1562-4730;BIBLIOS (LIMA);31;COMUNICAÇÃO E INFORMAÇÃO
;1569-1322;COMPARATIVE SOCIOLOGY (PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
;1575-5886;BID. TEXTOS UNIVERSITARIS DE BIBLIOTECONOMIA I DOCUMENTACIÓ;31;COMUNICAÇÃO E INFORMAÇÃO
;1576-4192;SPHERA PUBLICA;31;COMUNICAÇÃO E INFORMAÇÃO
;1578-4223;DESIGNIS (BARCELONA);31;COMUNICAÇÃO E INFORMAÇÃO
;1578-8393;ÁREA ABIERTA;31;COMUNICAÇÃO E INFORMAÇÃO
;1579-1475;ECONOMICS ANALYSIS WORKING PAPERS;31;COMUNICAÇÃO E INFORMAÇÃO
;1582-960X;CAIETELE ECHINOX;31;COMUNICAÇÃO E INFORMAÇÃO
;1605-4806;RAZÓN Y PALABRA;31;COMUNICAÇÃO E INFORMAÇÃO
;1614-1687;INTERNATIONAL REVIEW OF INFORMATION ETHICS;31;COMUNICAÇÃO E INFORMAÇÃO
;1622-1494;LES CAHIERS DU NUMÉRIQUE;31;COMUNICAÇÃO E INFORMAÇÃO
;1623-6572;REVUE DES SCIENCES SOCIALES - UNIVERSITÉ DE STRASBOURG;31;COMUNICAÇÃO E INFORMAÇÃO
2183-5462;1645-5681;MEDIA & JORNALISMO;31;COMUNICAÇÃO E INFORMAÇÃO
;1645-6297;EVOLUÇÃO;31;COMUNICAÇÃO E INFORMAÇÃO
;1646-3137;BIBLIOTECA ONLINE DE CIÊNCIAS DA COMUNICAÇÃO - BOCC;31;COMUNICAÇÃO E INFORMAÇÃO
;1646-3153;PRISMA.COM;31;COMUNICAÇÃO E INFORMAÇÃO
;1646-3714;CADERNOS DE SOCIOMUSEOLOGIA;31;COMUNICAÇÃO E INFORMAÇÃO
;1646-477X;DOC ON-LINE: REVISTA DIGITAL DE CINEMA DOCUMENTARIO;31;COMUNICAÇÃO E INFORMAÇÃO
;1646-4974;ESTUDOS EM COMUNICACAO;31;COMUNICAÇÃO E INFORMAÇÃO
;1646-5954;OBSERVATORIO (OBS*);31;COMUNICAÇÃO E INFORMAÇÃO
;1646-9372;RHÊTORIKÊ: REVISTA DIGITAL DE RETÓRICA;31;COMUNICAÇÃO E INFORMAÇÃO
;1647-8991;CINEMA: JOURNAL OF PHILOSOPHY AND THE MOVING IMAGE;31;COMUNICAÇÃO E INFORMAÇÃO
;1649-4946;JOURNAL OF INTERNATIONAL BUSINESS EDUCATION;31;COMUNICAÇÃO E INFORMAÇÃO
;1651-6826;FILM INTERNATIONAL (LUND);31;COMUNICAÇÃO E INFORMAÇÃO
;1657-2831;REVISTA COLOMBIANA DE COMPUTACION;31;COMUNICAÇÃO E INFORMAÇÃO
;1661-5719;FLUSSER STUDIES;31;COMUNICAÇÃO E INFORMAÇÃO
;1668-3188;DOCTA: REVISTA DE LA ASOCIACIÓN PSICOANALÍTICA DE CÓRDOBA;31;COMUNICAÇÃO E INFORMAÇÃO
;1668-5628;LA TRAMA DE LA COMUNICACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
2525-085X;1669-1563;ARKADIN ESTUDIOS SOBRE CINE Y ARTES AUDIOVISUALES;31;COMUNICAÇÃO E INFORMAÇÃO
;1676-2649;JOURNAL OF EPILEPSY AND CLINICAL NEUROPHYSIOLOGY (IMPRESSO);31;COMUNICAÇÃO E INFORMAÇÃO
2179-9571;1676-2827;MEDIAÇÃO (BELO HORIZONTE);31;COMUNICAÇÃO E INFORMAÇÃO
;1676-2924;MORPHEUS (UNIRIO. ONLINE);31;COMUNICAÇÃO E INFORMAÇÃO
;1676-3475;COMMUNICARE (SÃO PAULO);31;COMUNICAÇÃO E INFORMAÇÃO
2178-2687;1677-0943;CONEXÃO - COMUNICAÇÃO E CULTURA (UCS);31;COMUNICAÇÃO E INFORMAÇÃO
1809-3159;1677-5627;REVISTA DA FADIVALE;31;COMUNICAÇÃO E INFORMAÇÃO
2316-882X;1677-9061;CADERNOS DE COMUNICAÇÃO (UFSM);31;COMUNICAÇÃO E INFORMAÇÃO
2175-4977;1677-907X;ANIMUS (SANTA MARIA);31;COMUNICAÇÃO E INFORMAÇÃO
;1678-765X;REVISTA DIGITAL DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO;31;COMUNICAÇÃO E INFORMAÇÃO
;1679-3366;CADERNOS DA ESCOLA DE COMUNICAÇÃO (UNIBRASIL);31;COMUNICAÇÃO E INFORMAÇÃO
;1680-1865;COMMA: INTERNATIONAL JOURNAL ON ARCHIVES;31;COMUNICAÇÃO E INFORMAÇÃO
;1683-8947;BIBLIOTECAS. ANALES DE INVESTIGACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
;1684-0933;REVISTA DE COMUNICACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
0797-3691;1688-3497;DIXIT;31;COMUNICAÇÃO E INFORMAÇÃO
;1688-7972;IT. SALUD COMUNITARIA Y SOCIEDAD;31;COMUNICAÇÃO E INFORMAÇÃO
;1688-8626;INMEDIACIONES DE LA COMUNICACIÓN (ONLINE);31;COMUNICAÇÃO E INFORMAÇÃO
;1690-4524;JOURNAL OF SYSTEMICS, CYBERNETICS AND INFORMATICS;31;COMUNICAÇÃO E INFORMAÇÃO
;1690-7582;QUÓRUM ACADÉMICO;31;COMUNICAÇÃO E INFORMAÇÃO
;1695-5498;HIPERTEXT.NET (BARCELONA);31;COMUNICAÇÃO E INFORMAÇÃO
1989-600X;1695-6206;COMUNICACIÓN (SEVILLA);31;COMUNICAÇÃO E INFORMAÇÃO
2255-5919;1696-2079;REDES.COM (SEVILLA);31;COMUNICAÇÃO E INFORMAÇÃO
;1696-2508;IC REVISTA CIENTÍFICA DE INFORMACIÓN Y COMUNICACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
;1697-3720;CONEXIONES : REVISTA IBEROAMERICANA DE COMUNICACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
;1697-7904;ANALES DE DOCUMENTACIÓN (INTERNET);31;COMUNICAÇÃO E INFORMAÇÃO
;1697-8293;LA REVISTA ICONO 14;31;COMUNICAÇÃO E INFORMAÇÃO
2444-0221;1699-597X;CUESTIONES DE GÉNERO: DE LA IGUALDAD Y LA DIFERENCIA.;31;COMUNICAÇÃO E INFORMAÇÃO
;1723-0284;AGALMA (ROMA);31;COMUNICAÇÃO E INFORMAÇÃO
;1726-670X;TRIPLEC (VIENA);31;COMUNICAÇÃO E INFORMAÇÃO
;1728-533X;FLASH;31;COMUNICAÇÃO E INFORMAÇÃO
;1742-7665;GLOBAL MEDIA AND COMMUNICATION;31;COMUNICAÇÃO E INFORMAÇÃO
;1748-0485;THE INTERNATIONAL COMMUNICATION GAZETTE;31;COMUNICAÇÃO E INFORMAÇÃO
;1749-8716;PARTICIPATIONS: JOURNAL OF AUDIENCE & RECEPTION STUDIES;31;COMUNICAÇÃO E INFORMAÇÃO
;1750-3280;STUDIES IN DOCUMENTARY FILM (PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
1751-2794;1751-2786;JOURNALISM PRACTICE;31;COMUNICAÇÃO E INFORMAÇÃO
;1751-7222;PAEDIATRICS AND CHILD HEALTH (OXFORD);31;COMUNICAÇÃO E INFORMAÇÃO
;1753-9129;COMMUNICATION, CULTURE & CRITIQUE (PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
1754-3924;1754-3916;INTERNATIONAL JOURNAL OF COMMUNICATION NETWORKS AND DISTRIBUTED SYSTEMS (PRINT);31;COMUNICAÇÃO E INFORMAÇÃO
;1755-9944;NETWORKING KNOWLEDGE;31;COMUNICAÇÃO E INFORMAÇÃO
;1765-307X;CAHIERS DE NARRATOLOGIE;31;COMUNICAÇÃO E INFORMAÇÃO
;1775-3546;COMMUNICATION & ORGANISATION;31;COMUNICAÇÃO E INFORMAÇÃO
;1806-3500;CELACOM ... ENDICOM (UMESP);31;COMUNICAÇÃO E INFORMAÇÃO
;1806-5724;TEOREMA: REVISTA INTERNACIONAL DE FILOSOFÍA;31;COMUNICAÇÃO E INFORMAÇÃO
0103-1414;1806-6925;VERSO E REVERSO;31;COMUNICAÇÃO E INFORMAÇÃO
2238-1694;1807-3026;REVISTA LATINOAMERICANA DE CIENCIAS DE LA COMUNICACIÓN;31;COMUNICAÇÃO E INFORMAÇÃO
;1807-4960;REVISTA INTERNACIONAL DE FOLKCOMUNICAÇÃO;31;COMUNICAÇÃO E INFORMAÇÃO
;1807-6149;MUSAS (IPHAN);31;COMUNICAÇÃO E INFORMAÇÃO
;1807-7099;CADERNO DE DISCUSSÃO DO CENTRO DE PESQUISAS SOCIOSSEMIÓTICAS (CD-ROM);31;COMUNICAÇÃO E INFORMAÇÃO
;1807-8583;INTEXTO;31;COMUNICAÇÃO E INFORMAÇÃO
1808-5245;1807-8893;EM QUESTÃO (UFRGS. IMPRESSO);31;COMUNICAÇÃO E INFORMAÇÃO
;1807-8931;TEMÁTICA;31;COMUNICAÇÃO E INFORMAÇÃO
2255-2243;1807-9474;ANUÁRIO INTERNACIONAL DE COMUNICAÇÃO LUSÓFONA;31;COMUNICAÇÃO E INFORMAÇÃO
;1808-2599;E-COMPÓS (BRASÍLIA);31;COMUNICAÇÃO E INFORMAÇÃO
;1808-3536;LIINC EM REVISTA;31;COMUNICAÇÃO E INFORMAÇÃO
1981-9854;1808-4079;BRAZILIAN JOURNALISM RESEARCH (IMPRESSO);31;COMUNICAÇÃO E INFORMAÇÃO
2526-9496;1809-0338;ENTRE.MEIOS;31;COMUNICAÇÃO E INFORMAÇÃO
;1809-1652;SONORA;31;COMUNICAÇÃO E INFORMAÇÃO
;1809-3205;REVISTA MATRIZ (IMMES);31;COMUNICAÇÃO E INFORMAÇÃO
;1809-435X;ANUÁRIO UNESCO/METODISTA DE COMUNICAÇÃO REGIONAL (IMPRESSO);31;COMUNICAÇÃO E INFORMAÇÃO
;1809-4775;BIBLIONLINE (JOÃO PESSOA);31;COMUNICAÇÃO E INFORMAÇÃO
1980-3508;1809-5844;INTERCOM: REVISTA BRASILEIRA DE CIÊNCIAS DA COMUNICAÇÃO;31;COMUNICAÇÃO E INFORMAÇÃO
0102-6453;1809-5844;INTERCOM: REVISTA BRASILEIRA DE CIÊNCIAS DA COMUNICAÇÃO;31;COMUNICAÇÃO E INFORMAÇÃO
1806-0269;1809-9386;CONTEMPORANEA: REVISTA DE COMUNICAÇÃO E CULTURA;31;COMUNICAÇÃO E INFORMAÇÃO
;1828-1567;METABASIS: FILOSOFIA E COMUNICAZIONE;31;COMUNICAÇÃO E INFORMAÇÃO
;1848-5030;MEDIJSKE STUDIJE;31;COMUNICAÇÃO E INFORMAÇÃO
;1851-8931;LIS LETRA. IMAGEN. SONIDO. CIUDAD MEDIATIZADA;31;COMUNICAÇÃO E INFORMAÇÃO
;1852-2300;REDMARKA. REVISTA DE MARKETING APLICADO;31;COMUNICAÇÃO E INFORMAÇÃO
;1852-4699;CINE DOCUMENTAL;31;COMUNICAÇÃO E INFORMAÇÃO
;1852-6446;ANUARIO ESCUELA DE ARCHIVOLOGÍA;31;COMUNICAÇÃO E INFORMAÇÃO
;1852-9550;IMAGOFAGIA;31;COMUNICAÇÃO E INFORMAÇÃO
;1853-9912;PALABRA CLAVE (LA PLATA);31;COMUNICAÇÃO E INFORMAÇÃO
;1856-9536;DISERTACIONES: ANUARIO ESTUDIOS EN COMUNICACIÓN SOCIAL;31;COMUNICAÇÃO E INFORMAÇÃO
;1860-7950;LIBREAS. LIBRARY IDEAS;31;COMUNICAÇÃO E INFORMAÇÃO
;1862-2569;PUBLIZISTIK;31;COMUNICAÇÃO E INFORMAÇÃO
;1868-2855;KULT_ONLINE;31;COMUNICAÇÃO E INFORMAÇÃO
2174-081X;1888-0967;IBERSID (ZARAGOZA);31;COMUNICAÇÃO E INFORMAÇÃO
;1900-6608;PUBLICACIONES Y INVESTIGACION;31;COMUNICAÇÃO E INFORMAÇÃO
;1911-4281;CANADIAN JOURNAL OF MEDIA STUDIES;31;COMUNICAÇÃO E INFORMAÇÃO
;1916-985X;KINEPHANOS;31;COMUNICAÇÃO E INFORMAÇÃO
;1920-7344;COMMUNICATION;31;COMUNICAÇÃO E INFORMAÇÃO
;1923-4139;JOURNAL OF THE MOTHERHOOD INITIATIVE FOR RESEARCH AND COMMUNITY INVOLVEMENT;31;COMUNICAÇÃO E INFORMAÇÃO
